order_id,customer_id,product_id,order_date,sales,quantity,profit,discount,order_month,order_year,profit_margin
CA-2021-100057,CG-10565,OFF-STO-10969,2021-03-01,1221.65,4,-16.55,0.0,3,2021,-0.0135
CA-2021-100058,CG-10249,TEC-ACC-10943,2023-10-18,590.8,5,177.73,0.4,10,2023,0.3008
CA-2021-100059,CG-10002,TEC-ACC-10886,2021-05-23,1547.62,7,557.99,0.3,5,2021,0.3605
CA-2021-100060,CG-10193,OFF-SUP-10876,2023-09-19,671.56,9,49.16,0.4,9,2023,0.0732
CA-2021-100061,CG-10507,OFF-LAB-10890,2022-10-14,951.22,7,373.88,0.4,10,2022,0.3931
CA-2021-100062,CG-10076,OFF-STO-10665,2023-12-14,40.54,3,13.08,0.4,12,2023,0.3226
CA-2021-100063,CG-10646,OFF-SUP-10444,2023-02-18,1257.33,8,214.34,0.0,2,2023,0.1705
CA-2021-100064,CG-10300,TEC-PHO-10543,2023-06-28,1391.06,1,-7.48,0.0,6,2023,-0.0054
CA-2021-100065,CG-10237,TEC-ACC-10682,2021-12-15,167.15,7,16.48,0.1,12,2021,0.0986
CA-2021-100066,CG-10706,OFF-APP-10873,2021-11-20,889.04,6,163.02,0.2,11,2021,0.1834
CA-2021-100067,CG-10281,FUR-TAB-10932,2023-02-21,724.33,5,-135.33,0.2,2,2023,-0.1868
CA-2021-100068,CG-10635,TEC-COP-10643,2022-08-10,1599.73,10,-109.74,0.3,8,2022,-0.0686
CA-2021-100069,CG-10302,TEC-PHO-10135,2022-09-25,887.24,10,212.42,0.3,9,2022,0.2394
CA-2021-100070,CG-10764,OFF-SUP-10772,2023-10-25,1662.64,5,632.52,0.5,10,2023,0.3804
CA-2021-100071,CG-10377,TEC-COP-10842,2023-01-20,1583.46,1,193.09,0.2,1,2023,0.1219
CA-2021-100072,CG-10663,OFF-STO-10664,2022-04-24,59.8,9,20.88,0.3,4,2022,0.3492
CA-2021-100073,CG-10397,FUR-TAB-10601,2021-04-03,615.69,8,-87.23,0.0,4,2021,-0.1417
CA-2021-100074,CG-10033,TEC-ACC-10973,2023-04-30,207.05,8,75.25,0.4,4,2023,0.3634
CA-2021-100075,CG-10125,OFF-STO-10051,2023-01-23,1804.38,6,70.16,0.0,1,2023,0.0389
CA-2021-100076,CG-10336,FUR-TAB-10879,2022-02-25,1661.34,9,252.24,0.1,2,2022,0.1518
CA-2021-100077,CG-10602,FUR-BOO-10129,2021-12-24,1325.5,1,-253.28,0.0,12,2021,-0.1911
CA-2021-100078,CG-10462,OFF-SUP-10469,2021-08-21,136.48,8,14.73,0.3,8,2021,0.1079
CA-2021-100079,CG-10075,FUR-CHA-10129,2023-09-08,809.22,2,184.05,0.5,9,2023,0.2274
CA-2021-100080,CG-10670,TEC-MAC-10462,2023-02-20,1065.81,8,-149.74,0.4,2,2023,-0.1405
CA-2021-100081,CG-10383,OFF-ENV-10851,2023-07-18,837.82,2,46.97,0.3,7,2023,0.0561
CA-2021-100082,CG-10686,FUR-FUR-10888,2021-07-17,1480.2,3,224.81,0.0,7,2021,0.1519
CA-2021-100083,CG-10229,FUR-BOO-10780,2022-10-02,216.17,9,-23.17,0.1,10,2022,-0.1072
CA-2021-100084,CG-10029,TEC-ACC-10359,2023-05-29,1126.32,10,186.29,0.0,5,2023,0.1654
CA-2021-100085,CG-10385,FUR-TAB-10319,2023-04-01,292.33,1,72.4,0.0,4,2023,0.2477
CA-2021-100086,CG-10453,OFF-STO-10424,2021-04-18,323.25,10,66.07,0.0,4,2021,0.2044
CA-2021-100087,CG-10046,FUR-CHA-10209,2022-12-08,230.67,10,26.79,0.5,12,2022,0.1161
CA-2021-100088,CG-10132,FUR-TAB-10073,2022-06-08,662.96,1,164.55,0.5,6,2022,0.2482
CA-2021-100089,CG-10726,TEC-PHO-10021,2023-06-13,924.91,2,134.53,0.3,6,2023,0.1455
CA-2021-100090,CG-10536,FUR-FUR-10226,2023-01-12,879.06,2,53.98,0.1,1,2023,0.0614
CA-2021-100091,CG-10359,FUR-CHA-10149,2023-11-12,236.91,9,81.39,0.1,11,2023,0.3435
CA-2021-100092,CG-10475,FUR-TAB-10884,2021-11-10,1520.71,2,563.84,0.0,11,2021,0.3708
CA-2021-100093,CG-10519,OFF-ART-10058,2023-06-20,943.15,5,146.05,0.2,6,2023,0.1549
CA-2021-100094,CG-10460,OFF-STO-10513,2021-07-04,1192.22,7,176.68,0.5,7,2021,0.1482
CA-2021-100095,CG-10040,FUR-FUR-10372,2021-07-31,1799.26,6,184.84,0.0,7,2021,0.1027
CA-2021-100096,CG-10067,OFF-FAS-10290,2023-04-18,683.35,10,186.92,0.0,4,2023,0.2735
CA-2021-100097,CG-10132,TEC-ACC-10658,2022-11-14,1169.65,3,-16.21,0.3,11,2022,-0.0139
CA-2021-100098,CG-10349,FUR-CHA-10158,2023-05-18,730.04,6,-67.05,0.2,5,2023,-0.0918
CA-2021-100099,CG-10611,OFF-STO-10738,2023-11-06,1084.14,9,213.75,0.0,11,2023,0.1972
CA-2021-100100,CG-10239,FUR-FUR-10376,2023-01-17,1441.98,8,362.56,0.2,1,2023,0.2514
CA-2021-100101,CG-10619,TEC-COP-10895,2023-08-04,570.73,7,216.74,0.4,8,2023,0.3798
CA-2021-100102,CG-10447,TEC-PHO-10424,2023-11-23,258.11,2,-9.38,0.0,11,2023,-0.0363
CA-2021-100103,CG-10101,OFF-SUP-10039,2023-02-05,778.47,2,-50.82,0.3,2,2023,-0.0653
CA-2021-100104,CG-10561,OFF-ART-10794,2023-08-19,1234.54,2,-57.34,0.0,8,2023,-0.0464
CA-2021-100105,CG-10611,FUR-BOO-10735,2021-09-07,484.49,10,-78.64,0.5,9,2021,-0.1623
CA-2021-100106,CG-10536,OFF-FAS-10399,2021-01-04,712.1,10,-62.39,0.4,1,2021,-0.0876
CA-2021-100107,CG-10790,FUR-FUR-10360,2023-02-04,1497.16,6,10.3,0.0,2,2023,0.0069
CA-2021-100108,CG-10037,OFF-ART-10323,2023-08-10,962.28,3,-156.02,0.0,8,2023,-0.1621
CA-2021-100109,CG-10671,TEC-COP-10910,2023-08-28,82.88,4,1.18,0.2,8,2023,0.0142
CA-2021-100110,CG-10084,TEC-COP-10558,2023-03-03,1947.71,8,39.75,0.5,3,2023,0.0204
CA-2021-100111,CG-10170,OFF-STO-10744,2021-06-13,1325.23,5,214.12,0.5,6,2021,0.1616
CA-2021-100112,CG-10372,TEC-COP-10146,2022-07-17,1960.25,1,397.36,0.0,7,2022,0.2027
CA-2021-100113,CG-10619,TEC-COP-10454,2021-03-13,143.79,6,4.27,0.3,3,2021,0.0297
CA-2021-100114,CG-10753,FUR-TAB-10268,2023-12-21,802.09,5,301.84,0.1,12,2023,0.3763
CA-2021-100115,CG-10462,OFF-PAP-10683,2022-03-16,578.3,8,-73.11,0.1,3,2022,-0.1264
CA-2021-100116,CG-10205,TEC-PHO-10567,2022-08-18,1704.21,3,179.37,0.3,8,2022,0.1053
CA-2021-100117,CG-10538,OFF-PAP-10995,2021-09-23,1769.65,2,68.83,0.2,9,2021,0.0389
CA-2021-100118,CG-10786,TEC-PHO-10530,2023-07-11,1363.42,6,445.53,0.0,7,2023,0.3268
CA-2021-100119,CG-10080,OFF-ART-10128,2021-11-28,1870.13,4,689.12,0.3,11,2021,0.3685
CA-2021-100120,CG-10577,OFF-SUP-10666,2021-07-11,1285.56,10,-125.06,0.0,7,2021,-0.0973
CA-2021-100121,CG-10494,TEC-COP-10074,2021-03-04,1779.1,9,329.39,0.2,3,2021,0.1851
CA-2021-100122,CG-10735,FUR-TAB-10778,2023-06-20,973.66,4,159.68,0.3,6,2023,0.164
CA-2021-100123,CG-10051,TEC-PHO-10985,2022-10-16,938.28,5,-48.09,0.5,10,2022,-0.0513
CA-2021-100124,CG-10509,OFF-ENV-10989,2022-01-24,327.09,9,32.47,0.5,1,2022,0.0993
CA-2021-100125,CG-10110,FUR-BOO-10782,2021-04-10,569.9,10,-16.27,0.5,4,2021,-0.0285
CA-2021-100126,CG-10395,OFF-LAB-10131,2023-04-01,1144.86,4,151.05,0.3,4,2023,0.1319
CA-2021-100127,CG-10512,OFF-ENV-10823,2022-11-26,1878.51,3,303.34,0.1,11,2022,0.1615
CA-2021-100128,CG-10166,TEC-COP-10519,2021-11-02,1787.33,3,641.33,0.3,11,2021,0.3588
CA-2021-100129,CG-10597,TEC-COP-10611,2022-09-06,1633.34,6,333.66,0.3,9,2022,0.2043
CA-2021-100130,CG-10032,OFF-BIN-10451,2021-04-16,966.09,9,-107.56,0.4,4,2021,-0.1113
CA-2021-100131,CG-10722,OFF-ART-10678,2023-04-26,415.74,9,134.57,0.5,4,2023,0.3237
CA-2021-100132,CG-10624,TEC-COP-10230,2022-10-05,924.73,9,118.15,0.3,10,2022,0.1278
CA-2021-100133,CG-10404,OFF-BIN-10978,2023-09-29,964.81,9,-26.36,0.2,9,2023,-0.0273
CA-2021-100134,CG-10575,FUR-BOO-10248,2023-06-25,520.32,8,-40.98,0.1,6,2023,-0.0788
CA-2021-100135,CG-10005,TEC-ACC-10488,2022-04-22,209.39,6,-29.25,0.5,4,2022,-0.1397
CA-2021-100136,CG-10179,FUR-BOO-10190,2022-10-20,1295.34,2,156.85,0.1,10,2022,0.1211
CA-2021-100137,CG-10137,OFF-LAB-10338,2021-01-19,1140.24,2,-33.37,0.3,1,2021,-0.0293
CA-2021-100138,CG-10179,TEC-COP-10088,2022-06-11,380.54,6,53.53,0.2,6,2022,0.1407
CA-2021-100139,CG-10457,TEC-PHO-10267,2022-01-14,960.13,4,-41.79,0.0,1,2022,-0.0435
CA-2021-100140,CG-10706,OFF-BIN-10224,2021-05-08,245.27,5,10.61,0.0,5,2021,0.0433
CA-2021-100141,CG-10775,OFF-ART-10538,2023-07-21,1977.79,6,437.42,0.4,7,2023,0.2212
CA-2021-100142,CG-10168,TEC-MAC-10734,2021-06-09,233.3,9,33.51,0.1,6,2021,0.1436
CA-2021-100143,CG-10577,OFF-STO-10740,2023-11-12,1619.3,8,174.8,0.0,11,2023,0.1079
CA-2021-100144,CG-10554,OFF-APP-10418,2021-01-07,443.62,2,24.05,0.0,1,2021,0.0542
CA-2021-100145,CG-10669,FUR-FUR-10541,2023-02-06,902.59,7,-137.06,0.4,2,2023,-0.1519
CA-2021-100146,CG-10544,TEC-ACC-10158,2021-01-08,55.24,5,11.27,0.5,1,2021,0.204
CA-2021-100147,CG-10103,FUR-CHA-10250,2021-03-07,1323.79,10,-73.6,0.0,3,2021,-0.0556
CA-2021-100148,CG-10239,FUR-FUR-10242,2023-06-18,1084.12,1,110.95,0.0,6,2023,0.1023
CA-2021-100149,CG-10569,FUR-TAB-10804,2023-04-27,557.56,9,97.91,0.0,4,2023,0.1756
CA-2021-100150,CG-10307,OFF-FAS-10991,2023-04-17,606.78,3,-33.63,0.5,4,2023,-0.0554
CA-2021-100151,CG-10094,TEC-ACC-10386,2023-03-07,517.44,6,182.83,0.0,3,2023,0.3533
CA-2021-100152,CG-10310,TEC-PHO-10764,2021-05-30,1611.25,10,141.2,0.1,5,2021,0.0876
CA-2021-100153,CG-10477,OFF-BIN-10368,2022-02-23,1831.1,9,485.81,0.3,2,2022,0.2653
CA-2021-100154,CG-10320,OFF-PAP-10016,2021-07-21,1962.82,8,684.24,0.3,7,2021,0.3486
CA-2021-100155,CG-10511,TEC-COP-10781,2022-08-28,400.42,4,56.81,0.4,8,2022,0.1419
CA-2021-100156,CG-10188,TEC-COP-10859,2023-08-02,1468.22,6,-170.35,0.0,8,2023,-0.116
CA-2021-100157,CG-10223,TEC-PHO-10675,2021-01-14,283.61,4,63.61,0.0,1,2021,0.2243
CA-2021-100158,CG-10017,FUR-CHA-10109,2023-12-26,828.56,1,100.62,0.2,12,2023,0.1214
CA-2021-100159,CG-10080,TEC-ACC-10713,2022-05-09,1243.36,5,-49.24,0.3,5,2022,-0.0396
CA-2021-100160,CG-10719,OFF-STO-10579,2021-03-06,816.5,7,-135.81,0.5,3,2021,-0.1663
CA-2021-100161,CG-10700,TEC-PHO-10183,2022-04-16,1803.53,10,-67.35,0.5,4,2022,-0.0373
CA-2021-100162,CG-10580,FUR-TAB-10773,2021-10-23,1643.17,7,-33.58,0.0,10,2021,-0.0204
CA-2021-100163,CG-10348,FUR-CHA-10030,2023-10-23,1948.9,1,121.32,0.0,10,2023,0.0623
CA-2021-100164,CG-10087,OFF-PAP-10084,2023-10-02,718.06,7,-63.59,0.4,10,2023,-0.0886
CA-2021-100165,CG-10455,FUR-FUR-10191,2021-11-12,785.35,6,-113.94,0.0,11,2021,-0.1451
CA-2021-100166,CG-10394,OFF-SUP-10742,2023-11-16,215.55,2,28.57,0.3,11,2023,0.1325
CA-2021-100167,CG-10171,FUR-TAB-10801,2023-02-19,286.29,5,27.45,0.2,2,2023,0.0959
CA-2021-100168,CG-10311,OFF-APP-10823,2022-05-21,1253.82,10,93.68,0.1,5,2022,0.0747
CA-2021-100169,CG-10490,OFF-ENV-10752,2023-06-01,1648.84,10,-32.55,0.0,6,2023,-0.0197
CA-2021-100170,CG-10606,TEC-COP-10975,2022-05-12,758.35,7,-99.85,0.3,5,2022,-0.1317
CA-2021-100171,CG-10648,OFF-BIN-10732,2023-06-17,589.75,2,120.18,0.4,6,2023,0.2038
CA-2021-100172,CG-10718,OFF-STO-10787,2023-07-09,963.68,7,121.6,0.4,7,2023,0.1262
CA-2021-100173,CG-10440,TEC-MAC-10522,2021-12-07,1229.23,10,467.21,0.4,12,2021,0.3801
CA-2021-100174,CG-10494,TEC-ACC-10851,2023-07-02,788.36,10,5.5,0.0,7,2023,0.007
CA-2021-100175,CG-10448,FUR-BOO-10307,2022-10-01,916.11,4,8.23,0.5,10,2022,0.009
CA-2021-100176,CG-10528,TEC-PHO-10981,2021-02-16,692.73,2,247.97,0.0,2,2021,0.358
CA-2021-100177,CG-10460,FUR-FUR-10210,2022-01-13,1284.55,7,-234.41,0.4,1,2022,-0.1825
CA-2021-100178,CG-10116,TEC-PHO-10611,2021-07-28,1745.24,3,-7.69,0.3,7,2021,-0.0044
CA-2021-100179,CG-10629,TEC-COP-10120,2021-08-22,710.45,8,204.78,0.0,8,2021,0.2882
CA-2021-100180,CG-10588,OFF-STO-10568,2022-01-10,1389.94,9,70.81,0.4,1,2022,0.0509
CA-2021-100181,CG-10496,OFF-APP-10418,2021-10-15,636.01,8,203.09,0.0,10,2021,0.3193
CA-2021-100182,CG-10299,OFF-FAS-10172,2023-06-29,342.83,10,95.15,0.0,6,2023,0.2775
CA-2021-100183,CG-10778,OFF-PAP-10104,2023-11-13,1149.7,5,143.97,0.3,11,2023,0.1252
CA-2021-100184,CG-10449,TEC-ACC-10881,2022-09-02,1998.63,8,18.28,0.2,9,2022,0.0091
CA-2021-100185,CG-10545,TEC-COP-10720,2021-12-06,287.08,4,81.32,0.1,12,2021,0.2833
CA-2021-100186,CG-10671,OFF-APP-10728,2023-11-20,1632.21,3,573.33,0.4,11,2023,0.3513
CA-2021-100187,CG-10648,FUR-FUR-10711,2023-09-30,1159.08,5,29.1,0.4,9,2023,0.0251
CA-2021-100188,CG-10064,OFF-PAP-10506,2022-11-02,14.92,2,2.7,0.5,11,2022,0.181
CA-2021-100189,CG-10047,OFF-APP-10951,2022-11-23,1160.09,10,316.68,0.5,11,2022,0.273
CA-2021-100190,CG-10095,OFF-PAP-10680,2021-01-02,412.61,3,-43.16,0.2,1,2021,-0.1046
CA-2021-100191,CG-10001,FUR-CHA-10531,2023-03-23,617.96,4,119.45,0.4,3,2023,0.1933
CA-2021-100192,CG-10072,OFF-LAB-10105,2021-01-17,693.71,2,150.13,0.4,1,2021,0.2164
CA-2021-100193,CG-10624,OFF-APP-10643,2021-10-08,1549.19,3,-246.25,0.0,10,2021,-0.159
CA-2021-100194,CG-10359,FUR-FUR-10660,2023-06-26,442.32,2,111.23,0.0,6,2023,0.2515
CA-2021-100195,CG-10765,FUR-BOO-10506,2021-02-24,1695.67,5,187.62,0.1,2,2021,0.1106
CA-2021-100196,CG-10135,FUR-TAB-10781,2023-10-21,1191.92,9,467.39,0.0,10,2023,0.3921
CA-2021-100197,CG-10518,FUR-CHA-10433,2021-05-19,531.75,1,196.33,0.0,5,2021,0.3692
CA-2021-100198,CG-10549,OFF-STO-10317,2021-11-09,176.36,2,67.83,0.1,11,2021,0.3846
CA-2021-100199,CG-10316,OFF-BIN-10122,2021-04-29,181.56,7,13.08,0.0,4,2021,0.072
CA-2021-100200,CG-10767,TEC-ACC-10826,2021-01-24,997.86,6,-99.61,0.2,1,2021,-0.0998
CA-2021-100201,CG-10056,OFF-SUP-10261,2021-05-11,1427.52,10,139.45,0.0,5,2021,0.0977
CA-2021-100202,CG-10372,FUR-CHA-10229,2022-04-13,1022.56,1,-54.47,0.0,4,2022,-0.0533
CA-2021-100203,CG-10183,FUR-FUR-10898,2022-10-18,1653.73,10,-212.27,0.3,10,2022,-0.1284
CA-2021-100204,CG-10757,OFF-APP-10791,2022-11-02,1110.65,1,-88.4,0.3,11,2022,-0.0796
CA-2021-100205,CG-10343,FUR-TAB-10106,2021-11-05,1865.47,1,233.05,0.1,11,2021,0.1249
CA-2021-100206,CG-10532,TEC-ACC-10594,2023-05-10,1922.76,3,-277.23,0.2,5,2023,-0.1442
CA-2021-100207,CG-10242,TEC-ACC-10325,2023-03-19,1187.87,1,234.56,0.4,3,2023,0.1975
CA-2021-100208,CG-10460,OFF-BIN-10987,2021-06-02,280.86,10,-29.98,0.0,6,2021,-0.1067
CA-2021-100209,CG-10721,FUR-FUR-10151,2022-09-24,537.37,2,-56.66,0.0,9,2022,-0.1054
CA-2021-100210,CG-10031,TEC-ACC-10096,2022-12-30,1031.78,5,301.34,0.2,12,2022,0.2921
CA-2021-100211,CG-10381,FUR-TAB-10939,2021-09-06,132.72,4,-10.77,0.0,9,2021,-0.0811
CA-2021-100212,CG-10125,FUR-CHA-10841,2022-02-09,892.43,3,306.15,0.0,2,2022,0.3431
CA-2021-100213,CG-10281,OFF-PAP-10662,2021-03-02,1369.59,3,-97.47,0.3,3,2021,-0.0712
CA-2021-100214,CG-10645,OFF-FAS-10491,2023-09-09,184.57,7,9.51,0.0,9,2023,0.0515
CA-2021-100215,CG-10030,OFF-ENV-10785,2023-10-26,782.88,3,-6.79,0.0,10,2023,-0.0087
CA-2021-100216,CG-10589,FUR-TAB-10606,2021-07-25,1317.16,5,340.39,0.0,7,2021,0.2584
CA-2021-100217,CG-10504,TEC-MAC-10092,2021-02-27,1404.12,10,193.58,0.0,2,2021,0.1379
CA-2021-100218,CG-10734,FUR-TAB-10600,2021-02-10,961.2,6,272.85,0.1,2,2021,0.2839
CA-2021-100219,CG-10600,FUR-CHA-10999,2023-12-14,736.13,2,163.95,0.3,12,2023,0.2227
CA-2021-100220,CG-10387,TEC-COP-10181,2023-09-25,641.39,9,-42.37,0.3,9,2023,-0.0661
CA-2021-100221,CG-10508,FUR-FUR-10355,2021-03-08,1208.75,10,222.15,0.1,3,2021,0.1838
CA-2021-100222,CG-10262,FUR-CHA-10448,2022-11-19,32.68,4,7.06,0.1,11,2022,0.216
CA-2021-100223,CG-10591,OFF-ART-10075,2023-04-28,1764.72,6,-245.55,0.4,4,2023,-0.1391
CA-2021-100224,CG-10164,OFF-LAB-10608,2022-10-15,1903.81,2,-186.45,0.3,10,2022,-0.0979
CA-2021-100225,CG-10210,OFF-LAB-10676,2023-06-03,338.34,7,-56.8,0.0,6,2023,-0.1679
CA-2021-100226,CG-10003,OFF-BIN-10204,2021-07-16,791.88,9,-85.4,0.5,7,2021,-0.1078
CA-2021-100227,CG-10407,FUR-TAB-10657,2021-12-16,590.7,2,180.91,0.5,12,2021,0.3063
CA-2021-100228,CG-10269,OFF-ART-10770,2023-01-30,745.11,8,-31.31,0.0,1,2023,-0.042
CA-2021-100229,CG-10566,TEC-PHO-10586,2021-06-25,694.14,9,265.46,0.4,6,2021,0.3824
CA-2021-100230,CG-10177,OFF-APP-10433,2021-06-11,1806.53,1,-230.93,0.0,6,2021,-0.1278
CA-2021-100231,CG-10089,TEC-COP-10877,2022-02-18,1258.18,10,-10.25,0.2,2,2022,-0.0081
CA-2021-100232,CG-10151,TEC-COP-10576,2021-01-26,1403.82,10,-185.99,0.4,1,2021,-0.1325
CA-2021-100233,CG-10412,FUR-BOO-10039,2022-12-06,535.63,8,-95.09,0.5,12,2022,-0.1775
CA-2021-100234,CG-10318,OFF-BIN-10995,2021-04-11,955.68,5,-179.53,0.3,4,2021,-0.1879
CA-2021-100235,CG-10192,FUR-BOO-10777,2023-06-27,1653.39,5,269.48,0.4,6,2023,0.163
CA-2021-100236,CG-10177,OFF-LAB-10467,2023-11-22,326.36,5,-38.71,0.4,11,2023,-0.1186
CA-2021-100237,CG-10697,OFF-BIN-10181,2022-07-16,1648.78,9,298.83,0.4,7,2022,0.1812
CA-2021-100238,CG-10050,TEC-MAC-10693,2022-12-07,1676.93,5,-48.56,0.0,12,2022,-0.029
CA-2021-100239,CG-10615,OFF-FAS-10729,2023-11-18,1730.61,1,600.36,0.5,11,2023,0.3469
